brisque_rtp-ml,brisque_gt,timestamp,file,dataset
48.0,44.63084,1717509340,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.78,44.47992,1717509341,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.72,44.65612,1717509342,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.95,44.51219,1717509343,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.36,44.82069,1717509344,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.92,44.23111,1717509345,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.54,44.06452,1717509346,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.81,44.41604,1717509347,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.66,44.1991,1717509348,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.26,43.70756,1717509349,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.16,43.99987,1717509350,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.14,44.0025,1717509351,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.63,43.33108,1717509352,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.51,43.24677,1717509353,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.93,43.17442,1717509354,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.72,43.11258,1717509355,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.72,43.08627,1717509356,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.49,43.25124,1717509357,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.02,43.10439,1717509358,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.39,42.94749,1717509359,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.58,43.142,1717509360,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.11,43.15941,1717509361,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.31,42.80713,1717509362,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.0,42.7935,1717509363,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.93,42.83625,1717509364,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.21,43.2535,1717509365,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.34,43.47098,1717509367,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.46,43.7364,1717509368,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.94,43.2317,1717509369,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.15,43.00793,1717509370,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.44,45.61662,1717509371,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.88,44.15496,1717509372,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.09,44.27581,1717509373,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.22,44.65915,1717509374,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.72,43.78446,1717509375,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.86,44.11361,1717509376,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.65,43.91793,1717509377,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.07,45.08301,1717509378,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.41,45.73833,1717509379,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.99,45.35449,1717509380,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.48,43.72531,1717509381,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.13,43.27632,1717509382,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.71,43.3298,1717509383,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.18,43.39045,1717509384,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.98,43.11662,1717509385,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.72,44.75202,1717509386,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.03,44.83178,1717509387,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.7,44.03867,1717509388,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.68,43.26852,1717509389,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.55,43.66752,1717509390,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.91,44.42931,1717509391,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.97,43.70577,1717509392,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.59,42.48721,1717509393,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
45.46,42.51783,1717509394,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.66,42.6701,1717509395,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.33,42.40156,1717509396,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.94,42.6444,1717509397,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.92,43.22972,1717509398,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.71,43.04101,1717509399,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.11,43.32078,1717509400,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
45.06,43.72874,1717509401,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.94,43.49341,1717509402,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.97,46.27953,1717509403,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.91,43.85908,1717509404,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.86,43.67609,1717509405,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.78,43.90229,1717509406,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.56,43.65803,1717509407,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.14,44.21854,1717509408,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
46.97,44.08663,1717509409,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.19,43.96795,1717509410,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
47.36,46.08086,1717509411,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
48.11,46.71536,1717509412,C:\final_project\pcap_files_test\2024_06_04_16_52_250falls30demoKBps\pcap_2024_06_04_16_52_250falls30demoKBpsRtp.csv,falls
